Starting DroneDriver
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_x, Err, -42.000000, P, -0.042000, I, 0.000000, D, 0.000800, PID, -0.041200
vel_y, Err, -34.000000, P, -0.042500, I, 0.000000, D, 0.002625, PID, -0.039875
vel_x, Err, -38.000000, P, -0.038000, I, 0.000000, D, 0.003200, PID, -0.034800
vel_y, Err, -30.000000, P, -0.037500, I, 0.000000, D, 0.003500, PID, -0.034000
vel_x, Err, -34.000000, P, -0.034000, I, 0.000000, D, 0.003200, PID, -0.030800
vel_y, Err, -25.000000, P, -0.031250, I, 0.000000, D, 0.004375, PID, -0.026875
vel_x, Err, -32.000000, P, -0.032000, I, 0.000000, D, 0.001600, PID, -0.030400
vel_y, Err, -22.000000, P, -0.027500, I, 0.000000, D, 0.002625, PID, -0.024875
vel_x, Err, -29.000000, P, -0.029000, I, 0.000000, D, 0.002400, PID, -0.026600
vel_y, Err, -13.000000, P, -0.016250, I, 0.000000, D, 0.007875, PID, -0.008375
vel_x, Err, -21.000000, P, -0.021000, I, 0.000000, D, 0.006400, PID, -0.014600
vel_y, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -20.000000, P, -0.020000, I, 0.000000, D, 0.000800, PID, -0.019200
vel_y, Err, 1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -20.000000, P, -0.020000, I, 0.000000, D, 0.000000, PID, -0.020000
vel_y, Err, 3.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_x, Err, -20.000000, P, -0.020000, I, 0.000000, D, 0.000000, PID, -0.020000
vel_y, Err, 5.000000, P, 0.006250, I, 0.000000, D, 0.015750, PID, 0.022000
vel_x, Err, -18.000000, P, -0.018000, I, 0.000000, D, 0.001600, PID, -0.016400
vel_y, Err, 6.000000, P, 0.007500, I, 0.000000, D, 0.000875, PID, 0.008375
vel_x, Err, -13.000000, P, -0.013000, I, 0.000000, D, 0.004000, PID, -0.009000
vel_y, Err, 14.000000, P, 0.017500, I, 0.000000, D, 0.007000, PID, 0.024500
vel_x, Err, -12.000000, P, -0.012000, I, 0.000000, D, 0.000800, PID, -0.011200
vel_y, Err, 15.000000, P, 0.018750, I, 0.000000, D, 0.000875, PID, 0.019625
vel_x, Err, -12.000000, P, -0.012000, I, 0.000000, D, 0.000000, PID, -0.012000
vel_y, Err, 15.000000, P, 0.018750, I, 0.000000, D, 0.000000, PID, 0.018750
vel_x, Err, -12.000000, P, -0.012000, I, 0.000000, D, 0.000000, PID, -0.012000
vel_y, Err, 15.000000, P, 0.018750, I, 0.000000, D, 0.000000, PID, 0.018750
vel_x, Err, -11.000000, P, -0.011000, I, 0.000000, D, 0.000800, PID, -0.010200
vel_y, Err, 14.000000, P, 0.017500, I, 0.000000, D, -0.000875, PID, 0.016625
vel_x, Err, -11.000000, P, -0.011000, I, 0.000000, D, 0.000000, PID, -0.011000
vel_y, Err, 15.000000, P, 0.018750, I, 0.000000, D, 0.000875, PID, 0.019625
vel_x, Err, -11.000000, P, -0.011000, I, 0.000000, D, 0.000000, PID, -0.011000
vel_y, Err, 15.000000, P, 0.018750, I, 0.000000, D, 0.000000, PID, 0.018750
vel_x, Err, -11.000000, P, -0.011000, I, 0.000000, D, 0.000000, PID, -0.011000
vel_y, Err, 15.000000, P, 0.018750, I, 0.000000, D, 0.000000, PID, 0.018750
vel_x, Err, -14.000000, P, -0.014000, I, 0.000000, D, -0.002400, PID, -0.016400
vel_y, Err, 13.000000, P, 0.016250, I, 0.000000, D, -0.001750, PID, 0.014500
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, -0.002400, PID, -0.019400
vel_y, Err, 12.000000, P, 0.015000, I, 0.000000, D, -0.000875, PID, 0.014125
vel_x, Err, -15.000000, P, -0.015000, I, 0.000000, D, 0.001600, PID, -0.013400
vel_y, Err, 13.000000, P, 0.016250, I, 0.000000, D, 0.000875, PID, 0.017125
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, -0.000800, PID, -0.016800
vel_y, Err, 17.000000, P, 0.021250, I, 0.000000, D, 0.003500, PID, 0.024750
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000000, PID, -0.016000
vel_y, Err, 18.000000, P, 0.022500, I, 0.000000, D, 0.000875, PID, 0.023375
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000000, PID, -0.016000
vel_y, Err, 18.000000, P, 0.022500, I, 0.000000, D, 0.000000, PID, 0.022500
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000000, PID, -0.016000
vel_y, Err, 18.000000, P, 0.022500, I, 0.000000, D, 0.000000, PID, 0.022500
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, -0.000800, PID, -0.017800
vel_y, Err, 19.000000, P, 0.023750, I, 0.000000, D, 0.000875, PID, 0.024625
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, 0.000000, PID, -0.017000
vel_y, Err, 19.000000, P, 0.023750, I, 0.000000, D, 0.000000, PID, 0.023750
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, 0.000000, PID, -0.017000
vel_y, Err, 18.000000, P, 0.022500, I, 0.000000, D, -0.000875, PID, 0.021625
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, 0.000000, PID, -0.017000
vel_y, Err, 18.000000, P, 0.022500, I, 0.000000, D, 0.000000, PID, 0.022500
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, 0.000000, PID, -0.017000
vel_y, Err, 18.000000, P, 0.022500, I, 0.000000, D, 0.000000, PID, 0.022500
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, 0.000000, PID, -0.017000
vel_y, Err, 18.000000, P, 0.022500, I, 0.000000, D, 0.000000, PID, 0.022500
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, 0.000000, PID, -0.017000
vel_y, Err, 18.000000, P, 0.022500, I, 0.000000, D, 0.000000, PID, 0.022500
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000800, PID, -0.015200
vel_y, Err, 20.000000, P, 0.025000, I, 0.000000, D, 0.001750, PID, 0.026750
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000000, PID, -0.016000
vel_y, Err, 21.000000, P, 0.026250, I, 0.000000, D, 0.000875, PID, 0.027125
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, -0.000800, PID, -0.017800
vel_y, Err, 22.000000, P, 0.027500, I, 0.000000, D, 0.000875, PID, 0.028375
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, 0.000000, PID, -0.017000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.001750, PID, 0.031750
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, 0.000000, PID, -0.017000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000800, PID, -0.015200
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000000, PID, -0.016000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000000, PID, -0.016000
vel_y, Err, 26.000000, P, 0.032500, I, 0.000000, D, 0.001750, PID, 0.034250
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000000, PID, -0.016000
vel_y, Err, 28.000000, P, 0.035000, I, 0.000000, D, 0.001750, PID, 0.036750
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000000, PID, -0.016000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, -0.003500, PID, 0.026500
vel_x, Err, -15.000000, P, -0.015000, I, 0.000000, D, 0.000800, PID, -0.014200
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, -14.000000, P, -0.014000, I, 0.000000, D, 0.000800, PID, -0.013200
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000875, PID, 0.032125
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, -0.001600, PID, -0.017600
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, -0.000800, PID, -0.017800
vel_y, Err, 25.000000, P, 0.031250, I, 0.000000, D, 0.000000, PID, 0.031250
vel_x, Err, -15.000000, P, -0.015000, I, 0.000000, D, 0.001600, PID, -0.013400
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, -0.001750, PID, 0.027000
vel_x, Err, -15.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000000, PID, 0.028750
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, -0.000800, PID, -0.016800
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000875, PID, 0.030875
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, -0.000800, PID, -0.017800
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, -17.000000, P, -0.017000, I, 0.000000, D, 0.000000, PID, -0.017000
vel_y, Err, 24.000000, P, 0.030000, I, 0.000000, D, 0.000000, PID, 0.030000
vel_x, Err, -16.000000, P, -0.016000, I, 0.000000, D, 0.000800, PID, -0.015200
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, -0.000875, PID, 0.027875
vel_x, Err, -15.000000, P, -0.015000, I, 0.000000, D, 0.000800, PID, -0.014200
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000000, PID, 0.028750
vel_x, Err, -15.000000, P, -0.015000, I, 0.000000, D, 0.000000, PID, -0.015000
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000000, PID, 0.028750
vel_x, Err, -14.000000, P, -0.014000, I, 0.000000, D, 0.000800, PID, -0.013200
vel_y, Err, 22.000000, P, 0.027500, I, 0.000000, D, -0.000875, PID, 0.026625
vel_x, Err, -13.000000, P, -0.013000, I, 0.000000, D, 0.000800, PID, -0.012200
vel_y, Err, 23.000000, P, 0.028750, I, 0.000000, D, 0.000875, PID, 0.029625
vel_x, Err, -9.000000, P, -0.009000, I, 0.000000, D, 0.003200, PID, -0.005800
vel_y, Err, 17.000000, P, 0.021250, I, 0.000000, D, -0.005250, PID, 0.016000
vel_x, Err, -1.000000, P, 0.000000, I, 0.000000, D, 0.000000, PID, 0.000000
vel_y, Err, 12.000000, P, 0.015000, I, 0.000000, D, -0.004375, PID, 0.010625
vel_x, Err, 8.000000, P, 0.008000, I, 0.000000, D, 0.013600, PID, 0.021600
vel_y, Err, 6.000000, P, 0.007500, I, 0.000000, D, -0.005250, PID, 0.002250
vel_x, Err, 13.000000, P, 0.013000, I, 0.000000, D, 0.004000, PID, 0.017000
vel_y, Err, 3.000000, P, 0.003750, I, 0.000000, D, -0.002625, PID, 0.001125
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, 0.004800, PID, 0.023800
vel_y, Err, -2.000000, P, -0.002500, I, 0.000000, D, -0.004375, PID, -0.006875
vel_x, Err, 22.000000, P, 0.022000, I, 0.000000, D, 0.002400, PID, 0.024400
vel_y, Err, -6.000000, P, -0.007500, I, 0.000000, D, -0.003500, PID, -0.011000
vel_x, Err, 25.000000, P, 0.025000, I, 0.000000, D, 0.002400, PID, 0.027400
vel_y, Err, -12.000000, P, -0.015000, I, 0.000000, D, -0.005250, PID, -0.020250
vel_x, Err, 33.000000, P, 0.033000, I, 0.000000, D, 0.006400, PID, 0.039400
vel_y, Err, -21.000000, P, -0.026250, I, 0.000000, D, -0.007875, PID, -0.034125
vel_x, Err, 36.000000, P, 0.036000, I, 0.000000, D, 0.002400, PID, 0.038400
vel_y, Err, -24.000000, P, -0.030000, I, 0.000000, D, -0.002625, PID, -0.032625
vel_x, Err, 40.000000, P, 0.040000, I, 0.000000, D, 0.003200, PID, 0.043200
vel_y, Err, -26.000000, P, -0.032500, I, 0.000000, D, -0.001750, PID, -0.034250
vel_x, Err, 42.000000, P, 0.042000, I, 0.000000, D, 0.001600, PID, 0.043600
vel_y, Err, -26.000000, P, -0.032500, I, 0.000000, D, 0.000000, PID, -0.032500
vel_x, Err, 44.000000, P, 0.044000, I, 0.000000, D, 0.001600, PID, 0.045600
vel_y, Err, -27.000000, P, -0.033750, I, 0.000000, D, -0.000875, PID, -0.034625
vel_x, Err, 45.000000, P, 0.045000, I, 0.000000, D, 0.000800, PID, 0.045800
vel_y, Err, -28.000000, P, -0.035000, I, 0.000000, D, -0.000875, PID, -0.035875
vel_x, Err, 47.000000, P, 0.047000, I, 0.000000, D, 0.001600, PID, 0.048600
vel_y, Err, -32.000000, P, -0.040000, I, 0.000000, D, -0.003500, PID, -0.043500
vel_x, Err, 48.000000, P, 0.048000, I, 0.000000, D, 0.000800, PID, 0.048800
vel_y, Err, -33.000000, P, -0.041250, I, 0.000000, D, -0.000875, PID, -0.042125
vel_x, Err, 49.000000, P, 0.049000, I, 0.000000, D, 0.000800, PID, 0.049800
vel_y, Err, -37.000000, P, -0.046250, I, 0.000000, D, -0.003500, PID, -0.049750
vel_x, Err, 52.000000, P, 0.052000, I, 0.000000, D, 0.002400, PID, 0.050000
vel_y, Err, -42.000000, P, -0.052500, I, 0.000000, D, -0.004375, PID, -0.056875
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, -44.000000, P, -0.055000, I, 0.000000, D, -0.001750, PID, -0.056750
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -47.000000, P, -0.058750, I, 0.000000, D, -0.002625, PID, -0.061375
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -51.000000, P, -0.063750, I, 0.000000, D, -0.003500, PID, -0.062500
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.001600, PID, 0.050000
vel_y, Err, -55.000000, P, -0.068750, I, 0.000000, D, -0.003500, PID, -0.062500
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, -55.000000, P, -0.068750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, -55.000000, P, -0.068750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, -58.000000, P, -0.072500, I, 0.000000, D, -0.002625, PID, -0.062500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.001600, PID, 0.050000
vel_y, Err, -61.000000, P, -0.076250, I, 0.000000, D, -0.002625, PID, -0.062500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -61.000000, P, -0.076250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -61.000000, P, -0.076250, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 62.000000, P, 0.062000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 60.000000, P, 0.060000, I, 0.000000, D, -0.001600, PID, 0.050000
vel_y, Err, -76.000000, P, -0.095000, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, 58.000000, P, 0.058000, I, 0.000000, D, -0.001600, PID, 0.050000
vel_y, Err, -77.000000, P, -0.096250, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, 57.000000, P, 0.057000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, -78.000000, P, -0.097500, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, -0.002400, PID, 0.050000
vel_y, Err, -80.000000, P, -0.100000, I, 0.000000, D, -0.001750, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -80.000000, P, -0.100000, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -79.000000, P, -0.098750, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -79.000000, P, -0.098750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -78.000000, P, -0.097500, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, -78.000000, P, -0.097500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 52.000000, P, 0.052000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, -78.000000, P, -0.097500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 52.000000, P, 0.052000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -77.000000, P, -0.096250, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, 0.001750, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000800, PID, 0.050000
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -75.000000, P, -0.093750, I, 0.000000, D, -0.000875, PID, -0.062500
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 56.000000, P, 0.056000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -74.000000, P, -0.092500, I, 0.000000, D, 0.000000, PID, -0.062500
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, -73.000000, P, -0.091250, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -71.000000, P, -0.088750, I, 0.000000, D, 0.001750, PID, -0.062500
vel_x, Err, 55.000000, P, 0.055000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -69.000000, P, -0.086250, I, 0.000000, D, 0.001750, PID, -0.062500
vel_x, Err, 54.000000, P, 0.054000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, -68.000000, P, -0.085000, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, -66.000000, P, -0.082500, I, 0.000000, D, 0.001750, PID, -0.062500
vel_x, Err, 53.000000, P, 0.053000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -64.000000, P, -0.080000, I, 0.000000, D, 0.001750, PID, -0.062500
vel_x, Err, 52.000000, P, 0.052000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, -61.000000, P, -0.076250, I, 0.000000, D, 0.002625, PID, -0.062500
vel_x, Err, 52.000000, P, 0.052000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -60.000000, P, -0.075000, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 52.000000, P, 0.052000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -58.000000, P, -0.072500, I, 0.000000, D, 0.001750, PID, -0.062500
vel_x, Err, 51.000000, P, 0.051000, I, 0.000000, D, -0.000800, PID, 0.050000
vel_y, Err, -55.000000, P, -0.068750, I, 0.000000, D, 0.002625, PID, -0.062500
vel_x, Err, 51.000000, P, 0.051000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -54.000000, P, -0.067500, I, 0.000000, D, 0.000875, PID, -0.062500
vel_x, Err, 51.000000, P, 0.051000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -49.000000, P, -0.061250, I, 0.000000, D, 0.004375, PID, -0.056875
vel_x, Err, 50.000000, P, 0.050000, I, 0.000000, D, -0.000800, PID, 0.049200
vel_y, Err, -47.000000, P, -0.058750, I, 0.000000, D, 0.001750, PID, -0.057000
vel_x, Err, 50.000000, P, 0.050000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -45.000000, P, -0.056250, I, 0.000000, D, 0.001750, PID, -0.054500
vel_x, Err, 50.000000, P, 0.050000, I, 0.000000, D, 0.000000, PID, 0.050000
vel_y, Err, -44.000000, P, -0.055000, I, 0.000000, D, 0.000875, PID, -0.054125
vel_x, Err, 48.000000, P, 0.048000, I, 0.000000, D, -0.001600, PID, 0.046400
vel_y, Err, -42.000000, P, -0.052500, I, 0.000000, D, 0.001750, PID, -0.050750
vel_x, Err, 43.000000, P, 0.043000, I, 0.000000, D, -0.004000, PID, 0.039000
vel_y, Err, -40.000000, P, -0.050000, I, 0.000000, D, 0.001750, PID, -0.048250
vel_x, Err, 36.000000, P, 0.036000, I, 0.000000, D, -0.005600, PID, 0.030400
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000875, PID, -0.047875
vel_x, Err, 31.000000, P, 0.031000, I, 0.000000, D, -0.004000, PID, 0.027000
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000000, PID, -0.048750
vel_x, Err, 28.000000, P, 0.028000, I, 0.000000, D, -0.002400, PID, 0.025600
vel_y, Err, -38.000000, P, -0.047500, I, 0.000000, D, 0.000875, PID, -0.046625
vel_x, Err, 25.000000, P, 0.025000, I, 0.000000, D, -0.002400, PID, 0.022600
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, -0.000875, PID, -0.049625
vel_x, Err, 23.000000, P, 0.023000, I, 0.000000, D, -0.001600, PID, 0.021400
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000000, PID, -0.048750
vel_x, Err, 19.000000, P, 0.019000, I, 0.000000, D, -0.003200, PID, 0.015800
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000000, PID, -0.048750
vel_x, Err, 16.000000, P, 0.016000, I, 0.000000, D, -0.002400, PID, 0.013600
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000000, PID, -0.048750
vel_x, Err, 11.000000, P, 0.011000, I, 0.000000, D, -0.004000, PID, 0.007000
vel_y, Err, -39.000000, P, -0.048750, I, 0.000000, D, 0.000000, PID, -0.048750
vel_x, Err, 10.000000, P, 0.010000, I, 0.000000, D, -0.000800, PID, 0.009200
vel_y, Err, -38.000000, P, -0.047500, I, 0.000000, D, 0.000875, PID, -0.046625
vel_x, Err, 7.000000, P, 0.007000, I, 0.000000, D, -0.002400, PID, 0.004600
vel_y, Err, -36.000000, P, -0.045000, I, 0.000000, D, 0.001750, PID, -0.043250
vel_x, Err, 5.000000, P, 0.005000, I, 0.000000, D, -0.001600, PID, 0.003400
vel_y, Err, -36.000000, P, -0.045000, I, 0.000000, D, 0.000000, PID, -0.045000
vel_x, Err, 4.000000, P, 0.004000, I, 0.000000, D, -0.000800, PID, 0.003200
vel_y, Err, -36.000000, P, -0.045000, I, 0.000000, D, 0.000000, PID, -0.045000
vel_x, Err, 4.000000, P, 0.004000, I, 0.000000, D, 0.000000, PID, 0.004000
vel_y, Err, -37.000000, P, -0.046250, I, 0.000000, D, -0.000875, PID, -0.047125
vel_x, Err, 3.000000, P, 0.003000, I, 0.000000, D, -0.000800, PID, 0.002200
vel_y, Err, -37.000000, P, -0.046250, I, 0.000000, D, 0.000000, PID, -0.046250
vel_x, Err, 3.000000, P, 0.003000, I, 0.000000, D, 0.000000, PID, 0.003000
vel_y, Err, -37.000000, P, -0.046250, I, 0.000000, D, 0.000000, PID, -0.046250
vel_x, Err, 4.000000, P, 0.004000, I, 0.000000, D, 0.000800, PID, 0.004800
vel_y, Err, -37.000000, P, -0.046250, I, 0.000000, D, 0.000000, PID, -0.046250
vel_x, Err, 4.000000, P, 0.004000, I, 0.000000, D, 0.000000, PID, 0.004000
vel_y, Err, -38.000000, P, -0.047500, I, 0.000000, D, -0.000875, PID, -0.048375
vel_x, Err, 8.000000, P, 0.008000, I, 0.000000, D, 0.003200, PID, 0.011200
vel_y, Err, -38.000000, P, -0.047500, I, 0.000000, D, 0.000000, PID, -0.047500
vel_x, Err, 10.000000, P, 0.010000, I, 0.000000, D, 0.001600, PID, 0.011600
vel_y, Err, -38.000000, P, -0.047500, I, 0.000000, D, 0.000000, PID, -0.047500
vel_x, Err, 13.000000, P, 0.013000, I, 0.000000, D, 0.002400, PID, 0.015400
vel_y, Err, -35.000000, P, -0.043750, I, 0.000000, D, 0.002625, PID, -0.041125
vel_x, Err, 15.000000, P, 0.015000, I, 0.000000, D, 0.001600, PID, 0.016600
vel_y, Err, -33.000000, P, -0.041250, I, 0.000000, D, 0.001750, PID, -0.039500
